nct_id,start_year,disease_area,phase,status,intervention_type,lead_sponsor,enrollment,duration_months,ai_designed,multinational,has_biomarker
NCT2013000273,2020,Oncology,Phase 2,Completed,Biological,Bayer,49,20,False,False,False
NCT2013000274,2013,Oncology,Phase 1,Completed,Biological,Biotech Startup,108,19,False,False,False
NCT2013000275,2023,Oncology,Phase 2,"Active, not recruiting",Biological,Eli Lilly,62,59,False,True,True
NCT2013000276,2024,Cardiovascular,Phase 1,"Active, not recruiting",Drug,University Hospital,52,33,False,False,False
NCT2013000277,2021,Mental Health,Phase 1,Completed,Drug,Bristol-Myers Squibb,37,12,False,True,False
NCT2013000278,2021,Cardiovascular,N/A,Completed,Procedure,Sanofi,18,14,False,False,False
NCT2013000279,2014,Mental Health,Phase 3,Completed,Drug,Amgen,463,25,False,False,True
NCT2013000280,2019,Diabetes/Metabolic,Phase 1,Completed,Drug,Boehringer Ingelheim,16,16,False,False,False
NCT2013000281,2022,Oncology,Phase 2,Recruiting,Procedure,Eli Lilly,102,40,False,True,True
NCT2013000282,2015,Mental Health,Phase 2,Terminated,Biological,Academic Medical Center,53,21,False,False,False
NCT2013000283,2019,Mental Health,Phase 3,Completed,Behavioral,Biotech Startup,229,31,False,False,True
NCT2013000284,2024,Mental Health,Phase 2,"Active, not recruiting",Drug,NIH,568,26,False,True,False
NCT2013000285,2022,Oncology,Phase 1,Recruiting,Biological,Eli Lilly,23,30,True,False,False
NCT2013000286,2021,Oncology,Phase 2,Terminated,Behavioral,Boehringer Ingelheim,73,9,False,False,False
NCT2013000287,2016,Infectious Disease,Phase 3,Recruiting,Other,Bayer,1088,26,False,True,False
NCT2013000288,2024,Neurology,Phase 2,Completed,Biological,Novartis,239,26,False,True,True
NCT2013000289,2013,Cardiovascular,Phase 1,Recruiting,Drug,Eli Lilly,23,18,False,True,False
NCT2013000290,2014,Infectious Disease,Phase 1,Unknown,Biological,Biotech Startup,35,13,False,True,True
NCT2013000291,2013,Oncology,Phase 1,Unknown,Behavioral,Merck,117,27,False,True,True
NCT2013000292,2024,Cardiovascular,Phase 1,Withdrawn,Biological,Biotech Startup,12,21,True,False,False
NCT2013000293,2017,Neurology,Phase 1,Recruiting,Drug,Bristol-Myers Squibb,16,48,False,True,False
NCT2013000294,2017,Cardiovascular,Phase 2,Completed,Drug,AstraZeneca,47,35,False,False,False
NCT2013000295,2023,Respiratory,Phase 2,Withdrawn,Drug,Regional Hospital,48,10,False,True,True
NCT2013000296,2019,Diabetes/Metabolic,Phase 2,Recruiting,Biological,Academic Medical Center,59,34,False,False,True
NCT2013000297,2021,Infectious Disease,Phase 3,Recruiting,Drug,Biotech Startup,330,11,True,False,True
NCT2013000298,2021,Neurology,Phase 1,Recruiting,Drug,Boehringer Ingelheim,75,11,False,True,False
NCT2013000299,2015,Respiratory,Phase 2,Completed,Drug,University Hospital,33,23,False,True,False
NCT2013000300,2015,Infectious Disease,Phase 2,Recruiting,Drug,Merck,142,30,False,False,False
NCT2013000301,2015,Cardiovascular,Phase 2,"Active, not recruiting",Drug,Boehringer Ingelheim,89,17,False,True,False
NCT2013000302,2016,Cardiovascular,Phase 1,Recruiting,Procedure,AstraZeneca,55,57,True,False,False
NCT2013000303,2020,Neurology,Phase 4,"Active, not recruiting",Procedure,Boehringer Ingelheim,519,24,False,True,True
NCT2013000304,2018,Infectious Disease,Phase 1,Recruiting,Biological,Novartis,45,8,True,True,False
NCT2013000305,2020,Immunology/Autoimmune,Phase 1,Completed,Biological,Gilead,21,9,False,False,True
NCT2013000306,2013,Infectious Disease,Phase 1,"Active, not recruiting",Biological,Biotech Startup,31,33,False,False,True
NCT2013000307,2020,Oncology,Phase 4,Completed,Behavioral,Bayer,112,25,False,True,False
NCT2013000308,2016,Oncology,Phase 3,Withdrawn,Biological,Biotech Startup,211,8,False,False,False
NCT2013000309,2023,Oncology,Phase 3,"Active, not recruiting",Device,Boehringer Ingelheim,373,24,False,False,True
NCT2013000310,2013,Oncology,Phase 2,Recruiting,Drug,AstraZeneca,222,29,False,False,True
NCT2013000311,2020,Oncology,Phase 3,Recruiting,Drug,Johnson & Johnson,120,11,False,False,False
NCT2013000312,2016,Diabetes/Metabolic,Phase 2,Unknown,Biological,Bristol-Myers Squibb,60,24,False,False,False
NCT2013000313,2018,Immunology/Autoimmune,Phase 1,Completed,Other,Bristol-Myers Squibb,59,14,False,False,False
NCT2013000314,2020,Oncology,N/A,"Active, not recruiting",Device,Gilead,335,16,False,False,True
NCT2013000315,2016,Immunology/Autoimmune,Phase 1,Recruiting,Drug,Academic Medical Center,29,49,False,True,False
NCT2013000316,2015,Immunology/Autoimmune,Phase 2,Terminated,Device,Roche,49,63,False,False,False
NCT2013000317,2021,Oncology,Phase 2,Recruiting,Procedure,Pfizer,115,27,False,False,False
NCT2013000318,2015,Cardiovascular,Phase 1,Completed,Drug,Bayer,60,13,False,False,True
NCT2013000319,2021,Rare Disease,Phase 2,Recruiting,Drug,Roche,13,32,False,True,True
NCT2013000320,2014,Neurology,Phase 3,Terminated,Drug,Academic Medical Center,116,48,False,False,False
NCT2013000321,2014,Cardiovascular,Phase 1,Recruiting,Other,Sanofi,34,45,False,True,True
NCT2013000322,2014,Oncology,Phase 1,Unknown,Behavioral,AbbVie,14,16,False,True,True
NCT2013000323,2018,Oncology,Phase 3,Recruiting,Drug,Eli Lilly,366,29,False,False,True
NCT2013000324,2015,Respiratory,Phase 1,Completed,Drug,Gilead,31,16,False,False,False
NCT2013000325,2021,Other,Phase 1,Recruiting,Other,University Hospital,29,42,False,False,False
NCT2013000326,2016,Cardiovascular,Phase 4,Completed,Drug,Johnson & Johnson,198,15,False,True,False
NCT2013000327,2013,Oncology,Phase 1,Completed,Drug,Boehringer Ingelheim,17,13,False,False,True
NCT2013000328,2016,Cardiovascular,Phase 4,Completed,Other,Novartis,146,31,False,True,True
NCT2013000329,2013,Infectious Disease,Phase 1,Completed,Drug,Biotech Startup,26,23,False,False,False
NCT2013000330,2017,Immunology/Autoimmune,Phase 1,Completed,Drug,University Hospital,29,22,False,False,False
NCT2013000331,2016,Cardiovascular,Phase 4,Completed,Drug,Bayer,78,12,False,False,True
NCT2013000332,2020,Diabetes/Metabolic,Phase 2,"Active, not recruiting",Drug,Bayer,247,20,True,False,True
NCT2013000333,2020,Oncology,Phase 1,Completed,Drug,Biotech Startup,30,24,False,False,True
NCT2013000334,2019,Cardiovascular,N/A,"Active, not recruiting",Drug,Roche,552,15,False,False,False
NCT2013000335,2015,Infectious Disease,Phase 2,Completed,Drug,Boehringer Ingelheim,37,11,False,False,True
NCT2013000336,2013,Infectious Disease,Phase 1,"Active, not recruiting",Biological,Eli Lilly,20,12,False,True,False
NCT2013000337,2013,Diabetes/Metabolic,Phase 3,Completed,Biological,Bristol-Myers Squibb,310,29,False,False,True
NCT2013000338,2024,Rare Disease,Phase 2,Completed,Drug,Roche,61,17,False,False,True
NCT2013000339,2023,Infectious Disease,N/A,Unknown,Biological,Bayer,287,13,False,True,False
NCT2013000340,2015,Cardiovascular,Phase 2,Withdrawn,Device,Boehringer Ingelheim,227,14,False,True,True
NCT2013000341,2018,Rare Disease,Phase 2,Recruiting,Drug,Biotech Startup,151,13,False,False,True
NCT2013000342,2019,Immunology/Autoimmune,Phase 4,Completed,Drug,Academic Medical Center,674,24,False,False,False
NCT2013000343,2018,Immunology/Autoimmune,Phase 2,Recruiting,Drug,Sanofi,155,27,False,False,False
NCT2013000344,2018,Respiratory,Phase 2,Recruiting,Drug,Merck,40,25,False,False,True
NCT2013000345,2018,Rare Disease,N/A,Recruiting,Device,Merck,61,5,False,True,True
NCT2013000346,2015,Immunology/Autoimmune,Phase 1,Recruiting,Drug,AbbVie,52,11,False,False,False
NCT2013000347,2018,Infectious Disease,N/A,Completed,Procedure,Roche,23,30,False,False,False
NCT2013000348,2020,Cardiovascular,Phase 2,Terminated,Drug,University Hospital,203,19,False,True,False
NCT2013000349,2023,Infectious Disease,Phase 1,Completed,Drug,Pfizer,39,50,False,False,False
NCT2013000350,2023,Diabetes/Metabolic,Phase 3,Unknown,Biological,Merck,646,19,True,False,True
NCT2013000351,2014,Infectious Disease,Phase 2,Completed,Drug,Amgen,512,37,False,False,False
NCT2013000352,2017,Diabetes/Metabolic,Phase 3,"Active, not recruiting",Biological,GSK,145,24,False,True,False
NCT2013000353,2013,Oncology,Phase 1,Recruiting,Biological,Sanofi,24,25,False,False,True
NCT2013000354,2024,Cardiovascular,N/A,"Active, not recruiting",Drug,GSK,149,30,False,False,True
NCT2013000355,2013,Oncology,Phase 2,Withdrawn,Drug,Amgen,83,47,False,False,False
NCT2013000356,2017,Neurology,Phase 1,Terminated,Drug,Boehringer Ingelheim,21,14,False,True,True
NCT2013000357,2024,Oncology,Phase 3,Recruiting,Drug,Sanofi,1034,18,False,False,True
NCT2013000358,2015,Oncology,Phase 2,Terminated,Other,Biotech Startup,74,13,False,False,False
NCT2013000359,2016,Neurology,Phase 2,Terminated,Drug,Bristol-Myers Squibb,54,58,False,True,False
NCT2013000360,2015,Oncology,Phase 4,Completed,Behavioral,Boehringer Ingelheim,374,60,False,True,True
NCT2013000361,2013,Oncology,N/A,"Active, not recruiting",Procedure,Boehringer Ingelheim,584,8,False,False,False
NCT2013000362,2013,Rare Disease,Phase 2,"Active, not recruiting",Drug,Bristol-Myers Squibb,113,30,False,False,False
NCT2013000363,2024,Respiratory,Phase 3,Recruiting,Drug,Amgen,194,15,True,True,False
NCT2013000364,2024,Respiratory,Phase 1,Recruiting,Biological,Pfizer,27,16,True,False,False
NCT2013000365,2017,Rare Disease,Phase 4,Recruiting,Behavioral,Roche,160,13,False,False,False
NCT2013000366,2018,Oncology,Phase 3,Completed,Device,University Hospital,630,18,False,True,False
NCT2013000367,2015,Cardiovascular,Phase 3,Completed,Other,Amgen,354,14,False,False,True
NCT2013000368,2024,Oncology,Phase 3,Unknown,Drug,Bristol-Myers Squibb,938,18,False,False,False
NCT2013000369,2021,Oncology,Phase 2,Completed,Drug,AstraZeneca,49,29,False,False,True
NCT2013000370,2017,Cardiovascular,Phase 2,"Active, not recruiting",Drug,Bayer,292,33,True,False,False
NCT2013000371,2020,Neurology,Phase 1,Recruiting,Procedure,AbbVie,36,19,False,False,False
NCT2013000372,2013,Mental Health,Phase 2,"Active, not recruiting",Drug,Regional Hospital,17,15,False,True,False
NCT2013000373,2017,Immunology/Autoimmune,Phase 2,Recruiting,Drug,Biotech Startup,75,23,False,True,False
NCT2013000374,2015,Oncology,Phase 4,Completed,Device,GSK,57,14,False,True,True
NCT2013000375,2024,Rare Disease,N/A,Recruiting,Device,Biotech Startup,39,19,True,True,False
NCT2013000376,2013,Infectious Disease,Phase 2,Recruiting,Drug,NIH,84,11,True,False,False
NCT2013000377,2016,Cardiovascular,Phase 2,Unknown,Procedure,Bristol-Myers Squibb,27,75,False,False,False
NCT2013000378,2017,Mental Health,Phase 2,Completed,Biological,Merck,26,16,False,False,False
NCT2013000379,2019,Oncology,Phase 1,Recruiting,Drug,Merck,20,21,False,True,True
NCT2013000380,2013,Infectious Disease,N/A,Unknown,Drug,NIH,126,24,False,True,True
NCT2013000381,2015,Oncology,N/A,Recruiting,Biological,AbbVie,107,20,False,True,False
NCT2013000382,2014,Other,Phase 2,Terminated,Drug,Amgen,39,16,False,False,False
NCT2013000383,2021,Oncology,Phase 2,Recruiting,Drug,Sanofi,221,14,False,False,False
NCT2013000384,2022,Oncology,Phase 2,Completed,Drug,Merck,190,15,True,False,False
NCT2013000385,2018,Immunology/Autoimmune,Phase 2,Completed,Biological,Regional Hospital,94,25,False,False,True
NCT2013000386,2022,Immunology/Autoimmune,Phase 1,Completed,Other,Biotech Startup,8,12,False,True,False
NCT2013000387,2015,Neurology,N/A,"Active, not recruiting",Drug,AbbVie,22,14,False,True,True
NCT2013000388,2020,Cardiovascular,Phase 2,Completed,Drug,Biotech Startup,84,7,False,False,False
NCT2013000389,2020,Diabetes/Metabolic,N/A,"Active, not recruiting",Drug,Gilead,323,11,True,False,False
NCT2013000390,2014,Oncology,Phase 1,Completed,Other,Novartis,30,36,False,True,False
NCT2013000391,2018,Oncology,Phase 2,Completed,Drug,AbbVie,68,14,False,False,True
NCT2013000392,2019,Neurology,N/A,Terminated,Behavioral,Academic Medical Center,47,12,False,False,True
NCT2013000393,2014,Diabetes/Metabolic,Phase 1,Terminated,Drug,NIH,11,12,False,False,False
NCT2013000394,2023,Rare Disease,Phase 3,Completed,Device,Boehringer Ingelheim,960,44,False,False,True
NCT2013000395,2022,Infectious Disease,Phase 2,Recruiting,Drug,Johnson & Johnson,101,32,False,True,True
NCT2013000396,2014,Neurology,Phase 2,Completed,Procedure,Regional Hospital,40,13,False,True,False
NCT2013000397,2022,Infectious Disease,Phase 3,Terminated,Biological,Amgen,290,23,False,False,True
NCT2013000398,2013,Cardiovascular,Phase 3,Recruiting,Drug,Gilead,365,13,False,True,True
NCT2013000399,2020,Neurology,Phase 1,Completed,Biological,Regional Hospital,34,34,False,False,True
NCT2013000400,2013,Cardiovascular,Phase 1,Unknown,Biological,Academic Medical Center,25,14,False,True,False
NCT2013000401,2021,Other,Phase 1,Completed,Drug,Biotech Startup,14,37,True,False,False
NCT2013000402,2023,Oncology,Phase 3,"Active, not recruiting",Other,Biotech Startup,1169,38,False,True,True
NCT2013000403,2018,Oncology,Phase 3,Recruiting,Drug,Biotech Startup,299,50,False,True,False
NCT2013000404,2019,Neurology,Phase 1,Completed,Biological,Gilead,31,22,False,True,True
NCT2013000405,2022,Infectious Disease,Phase 1,Terminated,Procedure,Sanofi,27,21,False,True,False
NCT2013000406,2019,Immunology/Autoimmune,Phase 3,Unknown,Drug,Boehringer Ingelheim,277,9,False,True,False
NCT2013000407,2022,Cardiovascular,Phase 3,Recruiting,Drug,University Hospital,340,36,False,True,True
NCT2013000408,2015,Immunology/Autoimmune,Phase 1,Completed,Drug,Boehringer Ingelheim,35,14,False,True,True
NCT2013000409,2014,Infectious Disease,Phase 2,"Active, not recruiting",Biological,Johnson & Johnson,151,40,False,True,True
NCT2013000410,2021,Oncology,Phase 3,Terminated,Biological,Amgen,161,25,False,False,False
NCT2013000411,2020,Cardiovascular,Phase 1,"Active, not recruiting",Drug,Biotech Startup,48,25,True,False,True
NCT2013000412,2024,Neurology,Phase 3,Unknown,Drug,Roche,263,14,False,False,False
NCT2013000413,2022,Oncology,Phase 1,"Active, not recruiting",Biological,University Hospital,15,28,False,False,True
NCT2013000414,2019,Cardiovascular,N/A,Recruiting,Drug,Biotech Startup,52,11,False,False,True
NCT2013000415,2021,Mental Health,Phase 3,"Active, not recruiting",Drug,AstraZeneca,387,25,False,True,True
NCT2013000416,2016,Oncology,Phase 1,Completed,Biological,AstraZeneca,74,16,False,True,False
NCT2013000417,2016,Neurology,Phase 3,"Active, not recruiting",Biological,Amgen,1184,10,False,True,False
NCT2013000418,2013,Other,Phase 4,Completed,Biological,Gilead,501,22,False,False,False
NCT2013000419,2020,Respiratory,Phase 1,Unknown,Drug,Amgen,29,21,False,False,True
NCT2013000420,2024,Diabetes/Metabolic,Phase 3,Completed,Drug,Merck,448,18,False,False,False
NCT2013000421,2015,Oncology,Phase 1,Terminated,Drug,Gilead,79,9,False,False,True
NCT2013000422,2019,Immunology/Autoimmune,Phase 1,Withdrawn,Drug,Merck,28,24,False,False,False
NCT2013000423,2024,Other,Phase 2,Withdrawn,Drug,Merck,68,23,True,True,False
NCT2013000424,2014,Other,Phase 2,"Active, not recruiting",Drug,AstraZeneca,75,14,False,False,True
NCT2013000425,2014,Neurology,Phase 1,Terminated,Drug,AbbVie,51,21,False,True,True
NCT2013000426,2019,Neurology,Phase 3,Withdrawn,Drug,NIH,344,14,False,False,False
NCT2013000427,2018,Infectious Disease,Phase 4,Recruiting,Drug,Novartis,837,9,True,False,True
NCT2013000428,2015,Neurology,Phase 1,Completed,Other,Regional Hospital,19,35,False,False,False
NCT2013000429,2021,Neurology,Phase 1,Completed,Drug,AbbVie,16,62,False,False,True
NCT2013000430,2022,Oncology,Phase 3,"Active, not recruiting",Behavioral,Sanofi,136,24,False,False,False
NCT2013000431,2018,Infectious Disease,Phase 2,Completed,Other,GSK,32,19,False,False,False
NCT2013000432,2022,Infectious Disease,Phase 3,Recruiting,Drug,GSK,1634,16,False,False,True
NCT2013000433,2022,Infectious Disease,N/A,Completed,Drug,Novartis,1360,26,False,False,False
NCT2013000434,2018,Rare Disease,Phase 1,"Active, not recruiting",Drug,Bayer,27,11,True,False,False
NCT2013000435,2013,Mental Health,Phase 2,Completed,Biological,Johnson & Johnson,47,22,False,False,False
NCT2013000436,2016,Other,Phase 2,Recruiting,Device,Gilead,39,13,False,True,True
NCT2013000437,2022,Oncology,Phase 2,"Active, not recruiting",Behavioral,Roche,36,10,False,False,False
NCT2013000438,2018,Cardiovascular,Phase 1,Terminated,Behavioral,Sanofi,13,32,False,False,False
NCT2013000439,2018,Oncology,Phase 2,Terminated,Behavioral,Merck,126,26,False,True,True
NCT2013000440,2023,Oncology,Phase 2,Withdrawn,Drug,Roche,334,32,True,False,False
NCT2013000441,2024,Neurology,Phase 3,Completed,Biological,Bayer,79,57,False,False,True
NCT2013000442,2017,Infectious Disease,Phase 3,Completed,Other,Bayer,449,18,True,False,True
NCT2013000443,2013,Respiratory,Phase 3,Completed,Biological,Bayer,33,21,False,False,False
NCT2013000444,2020,Oncology,Phase 4,"Active, not recruiting",Drug,Amgen,266,16,False,False,True
NCT2013000445,2017,Rare Disease,Phase 3,Completed,Behavioral,Boehringer Ingelheim,753,12,False,False,True
NCT2013000446,2024,Neurology,Phase 3,Terminated,Procedure,Bayer,291,22,False,False,True
NCT2013000447,2024,Neurology,Phase 3,Terminated,Behavioral,Sanofi,29,13,False,False,False
NCT2013000448,2024,Cardiovascular,Phase 1,Completed,Drug,Biotech Startup,31,41,False,True,False
NCT2013000449,2017,Infectious Disease,Phase 2,Recruiting,Drug,Sanofi,86,18,False,False,True
NCT2013000450,2019,Oncology,Phase 1,"Active, not recruiting",Drug,Sanofi,85,17,False,True,False
NCT2013000451,2016,Rare Disease,Phase 1,Completed,Device,Bristol-Myers Squibb,26,24,False,True,True
NCT2013000452,2018,Infectious Disease,Phase 2,Completed,Device,Gilead,144,18,False,True,False
NCT2013000453,2016,Cardiovascular,Phase 1,Completed,Drug,Eli Lilly,34,42,False,False,True
NCT2013000454,2015,Mental Health,Phase 1,"Active, not recruiting",Behavioral,GSK,29,12,False,True,False
NCT2013000455,2019,Neurology,Phase 3,"Active, not recruiting",Other,Boehringer Ingelheim,418,10,False,True,True
NCT2013000456,2020,Immunology/Autoimmune,Phase 1,Completed,Drug,Johnson & Johnson,22,24,False,True,False
NCT2013000457,2016,Immunology/Autoimmune,Phase 2,Recruiting,Biological,Boehringer Ingelheim,61,21,False,True,True
NCT2013000458,2014,Other,Phase 2,Completed,Behavioral,NIH,72,17,False,True,True
NCT2013000459,2024,Mental Health,Phase 3,"Active, not recruiting",Drug,Johnson & Johnson,1058,27,False,True,True
NCT2013000460,2022,Diabetes/Metabolic,Phase 3,Completed,Other,Merck,734,18,False,False,True
NCT2013000461,2015,Cardiovascular,Phase 2,Terminated,Behavioral,AstraZeneca,75,12,False,False,True
NCT2013000462,2013,Cardiovascular,Phase 3,Completed,Biological,Roche,196,27,False,False,True
NCT2013000463,2020,Oncology,Phase 2,Completed,Behavioral,Amgen,97,30,False,False,False
NCT2013000464,2015,Respiratory,Phase 4,Terminated,Biological,AstraZeneca,163,12,False,False,True
NCT2013000465,2024,Oncology,Phase 2,Recruiting,Biological,Amgen,63,12,False,False,True
NCT2013000466,2022,Other,Phase 1,Terminated,Drug,Biotech Startup,29,22,True,True,False
NCT2013000467,2019,Diabetes/Metabolic,Phase 2,Completed,Drug,Academic Medical Center,421,36,False,False,False
NCT2013000468,2022,Infectious Disease,Phase 3,Terminated,Drug,Biotech Startup,193,28,False,True,True
NCT2013000469,2017,Rare Disease,N/A,Completed,Drug,AbbVie,330,16,False,False,False
NCT2013000470,2022,Neurology,Phase 2,Completed,Drug,Bayer,61,38,False,False,False
NCT2013000471,2017,Mental Health,Phase 3,"Active, not recruiting",Biological,Amgen,192,12,True,False,False
